per_sem;agente;mto_tot_ingresos_soles;cnt_alquileres_mean;cnt_alquileres_std;cnt_dias_alquilados_mean;cnt_dias_alquilados_std;mto_alquiler_soles_std;mto_conserje_soles_mean;mto_conserje_soles_min;mto_conserje_soles_max;mto_conserje_soles_sum;mto_conserje_soles_std;mto_adicionales_soles_mean;mto_adicionales_soles_std;mto_tot_bruto_ingresos_soles_mean;mto_tot_bruto_ingresos_soles_std;porc_mto_alq_mean;porc_mto_alq_max;porc_mto_alq_std;porc_mto_csje_mean;porc_mto_csje_min;porc_mto_csje_max;porc_mto_csje_std;porc_mto_ing_mean;porc_mto_ing_max;ratio_alq_mto_x_unid_mean;ratio_alq_mto_x_unid_std;ratio_csje_mto_x_unid_mean;ratio_csje_mto_x_unid_min;ratio_csje_mto_x_unid_max;ratio_csje_mto_x_unid_std;ratio_alq_mto_x_dia_std;ratio_csje_mto_x_dia_mean;ratio_csje_mto_x_dia_min;ratio_csje_mto_x_dia_max;ratio_csje_mto_x_dia_std
201911;AGENT - 015;1056;3.333333333;2.081665999;14.66666667;8.736894948;3242.859888;0;0;0;0;0;5298.735333;3707.528654;10193.88133;6756.064515;1;1;0;0;0;0;0;0.275692971;0.574676614;1674.658333;527.6203301;0;0;0;0;77.31038632;0;0;0;0
201911;AGENT - 018;6765.55;2.333333333;0.577350269;14.33333333;0.577350269;489.015678;0;0;0;0;0;0;0;3219.883333;489.015678;1;1;0;0;0;0;0;1;1;1399.688889;119.6606545;0;0;0;0;24.52487718;0;0;0;0
201911;AGENT - 027;1272.04;0.333333333;0.577350269;1;1.732050808;314.7482728;0;0;0;0;0;0;0;181.72;314.7482728;0.333333333;1;0.577350269;0;0;0;0;0.333333333;1;181.72;314.7482728;0;0;0;0;104.9160909;0;0;0;0
201911;AGENT - 028;1672;1.333333333;0.577350269;6.666666667;0.577350269;146.0696181;0;0;0;0;0;1156.426667;142.0512602;2843.093333;288.1208783;1;1;0;0;0;0;0;0.593882556;0.604684512;1433.666667;584.2784724;0;0;0;0;0;0;0;0;0
201911;AGENT - 029;1826;2.666666667;2.081665999;8;4.582575695;1537.063868;0;0;0;0;0;32.26666667;55.88750606;2943.6;1618.267123;0.743768943;0.85915493;0.131888262;0;0;0;0;0.993253603;1;954.0666667;380.0358053;0;0;0;0;73.08380872;0;0;0;0
201912;AGENT - 001;2365;6;1.732050808;19.66666667;5.507570547;1623.919436;0;0;0;0;0;3277.633333;1272.422989;7728.966667;2761.108756;1;1;0;0;0;0;0;0.57803649;0.647205685;732.4166667;61.81650939;0;0;0;0;17.80438062;0;0;0;0
201912;AGENT - 002;1056;5.666666667;1.154700538;16.33333333;10.96965511;2772.283716;0;0;0;0;0;366.6666667;457.9665199;6812.666667;1811.040125;1;1;0;0;0;0;0;0.955247832;1;1139.6;121.9562217;0;0;0;0;5.920893267;0;0;0;0
201912;AGENT - 004;1584;0.666666667;1.154700538;1.333333333;2.309401077;635.0852961;0;0;0;0;0;579.08;1002.995982;945.7466667;1638.081278;0.333333333;1;0.577350269;0;0;0;0;0.129233574;0.387700723;183.3333333;317.5426481;0;0;0;0;158.771324;0;0;0;0
201912;AGENT - 006;3883;4.666666667;2.081665999;16.66666667;7.234178138;1843.706322;0;0;0;0;0;4264.333333;662.30993;8598.333333;2502.603793;1;1;0;0;0;0;0;0.492196756;0.562853581;947.6150794;177.8013317;0;0;0;0;2.08813786;0;0;0;0
201912;AGENT - 010;0;0.666666667;1.154700538;1.666666667;2.886751346;762.1023553;0;0;0;0;0;0;0;440;762.1023553;0.333333333;1;0.577350269;0;0;0;0;0.333333333;1;220;381.0511777;0;0;0;0;152.4204711;0;0;0;0
201912;AGENT - 012;0;0.666666667;1.154700538;0.666666667;1.154700538;317.5426481;0;0;0;0;0;58.66666667;101.6136474;242;419.1562954;0.333333333;1;0.577350269;0;0;0;0;0.252525253;0.757575758;91.66666667;158.771324;0;0;0;0;158.771324;0;0;0;0
201912;AGENT - 015;1056;4.333333333;0.577350269;20.33333333;2.886751346;3331.022378;0;0;0;0;0;7439.278;0;14094.497;0;1;1;0;0;0;0;0;0.127032521;0.128695266;2012.45;563.0511339;0;0;0;0;16.44498404;0;0;0;0
201912;AGENT - 018;4851.55;2;0;14;0;0;0;0;0;0;0;0;0;2937.55;0;1;1;0;0;0;0;0;1;1;1468.775;0;0;0;0;0;0;0;0;0;0
201912;AGENT - 027;1272.04;0.666666667;0.577350269;3.333333333;3.511884584;638.1796667;0;0;0;0;0;0;0;605.7333333;638.1796667;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;605.7333333;638.1796667;0;0;0;0;104.9160909;0;0;0;0
201912;AGENT - 028;5049;1.333333333;0.577350269;5.666666667;1.527525232;386.4638836;0;0;0;0;0;887.3466667;413.7466091;2321.013333;800.1108776;1;1;0;0;0;0;0;0.631461868;0.701219512;1180.666667;526.6614979;0;0;0;0;0;0;0;0;0
201912;AGENT - 029;456.5;1.666666667;0.577350269;6.333333333;2.081665999;217.0468459;0;0;0;0;0;0;0;1972.666667;299.5018086;0.767187888;0.929411765;0.164761976;0;0;0;0;1;1;975.3333333;369.1697893;0;0;0;0;74.45342504;0;0;0;0
201913;AGENT - 001;1210;5.666666667;1.154700538;15.66666667;1.527525232;266.9625442;0;0;0;0;0;2080.466667;1138.027664;5490.466667;1225.691423;1;1;0;0;0;0;0;0.639969181;0.766182299;621.2380952;148.1464095;0;0;0;0;9.772332956;0;0;0;0
201913;AGENT - 002;6798;6.333333333;1.154700538;16.66666667;11.37248141;2802.568881;0;0;0;0;0;458.3333333;441.1443452;6930;1798.525229;1;1;0;0;0;0;0;0.942567401;1;1022.371429;102.2356502;0;0;0;0;6.170438893;0;0;0;0
201913;AGENT - 004;0;1.333333333;1.154700538;5.666666667;6.658328118;1824.983653;0;0;0;0;0;2605.86;3131.853949;4160.526667;4956.474474;0.666666667;1;0.577350269;0;0;0;0;0.252414632;0.387700723;777.3333333;912.4918264;0;0;0;0;158.527625;0;0;0;0
201913;AGENT - 006;6171;5.333333333;1.527525232;18;6.557438524;1679.365356;0;0;0;0;0;4117.3;782.9473609;8770.3;2397.287669;1;1;0;0;0;0;0;0.522420177;0.562853581;859.8595238;70.32385737;0;0;0;0;2.230495391;0;0;0;0
201913;AGENT - 010;0;1.333333333;1.154700538;3;2.645751311;698.4783461;0;0;0;0;0;0;0;792;698.4783461;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;396;349.2391731;0;0;0;0;152.4204711;0;0;0;0
201913;AGENT - 012;3008.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201913;AGENT - 015;1056;3.666666667;0.577350269;21.66666667;0.577350269;0;0;0;0;0;0;7439.278;0;14094.497;0;1;1;0;0;0;0;0;0.124445219;0.128695266;2545.583333;366.5357318;0;0;0;0;9.527372845;0;0;0;0
201913;AGENT - 018;3399.55;2.333333333;0.577350269;16;3.464101615;2210.09683;0;0;0;0;0;0;0;4213.55;2210.09683;1;1;0;0;0;0;0;1;1;1730.911111;454.0330629;0;0;0;0;74.16208545;0;0;0;0
201913;AGENT - 027;1272.04;1;0;5.666666667;2.309401077;419.6643637;0;0;0;0;0;0;0;1029.746667;419.6643637;1;1;0;0;0;0;0;1;1;1029.746667;419.6643637;0;0;0;0;0;0;0;0;0
201913;AGENT - 028;5643;1.666666667;0.577350269;5.333333333;1.154700538;345.2902161;0;0;0;0;0;474.5333333;497.6170951;1875.2;561.8688815;1;1;0;0;0;0;0;0.768634675;1;869;129.6880873;0;0;0;0;14.81865691;0;0;0;0
201913;AGENT - 029;913;1.333333333;0.577350269;6.333333333;2.081665999;232.8261154;0;0;0;0;0;0;0;2002;267.6415513;0.843137255;1;0.213500511;0;0;0;0;1;1;1360.333333;479.0160053;0;0;0;0;144.0100546;0;0;0;0
201914;AGENT - 001;0;5;2;13.66666667;3.511884584;676.8650776;0;0;0;0;0;998.0666667;1010.573977;4085.4;1682.709877;1;1;0;0;0;0;0;0.804462661;1;661.815873;180.0252278;0;0;0;0;9.226619378;0;0;0;0
201914;AGENT - 002;4972;7;0;11.33333333;12.70170592;3440.78523;0;0;0;0;0;840.3266667;327.2983656;8221.326667;1136.318855;0.983216783;1;0.029069384;0;0;0;0;0.900175415;0.92845787;1035.571429;105.7070461;0;0;0;0;1.766062297;0;0;0;0
201914;AGENT - 004;0;1.666666667;0.577350269;7.666666667;4.725815626;1305.498117;0;0;0;0;0;4343.1;2298.152504;6425.766667;3418.596452;1;1;0;0;0;0;0;0.330110593;0.387700723;1305.333333;661.5869809;0;0;0;0;6.121227655;0;0;0;0
201914;AGENT - 006;1661;5.666666667;1.154700538;19;5.291502622;1367.956627;0;0;0;0;0;4379.466667;734.6817021;9281.8;1912.408447;1;1;0;0;0;0;0;0.524416659;0.562853581;857.4761905;74.20693258;0;0;0;0;1.019403097;0;0;0;0
201914;AGENT - 010;0;1.333333333;1.154700538;3;2.645751311;698.4783461;0;0;0;0;0;0;0;792;698.4783461;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;396;349.2391731;0;0;0;0;152.4204711;0;0;0;0
201914;AGENT - 012;4818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201914;AGENT - 015;7425;3.666666667;0.577350269;21.66666667;0.577350269;0;0;0;0;0;0;7439.278;0;14094.497;0;1;1;0;0;0;0;0;0.124470748;0.128695266;2547.416667;364.5807595;0;0;0;0;9.056535393;0;0;0;0
201914;AGENT - 018;2244.55;2.666666667;0.577350269;17;3;1914;0;0;0;0;0;0;0;4851.55;1914;1;1;0;0;0;0;0;1;1;1780.380556;417.8331206;0;0;0;0;64.55874359;0;0;0;0
201914;AGENT - 027;726.88;1;0;7;0;0;0;0;0;0;0;0;0;1272.04;0;1;1;0;0;0;0;0;1;1;1272.04;0;0;0;0;0;0;0;0;0;0
201914;AGENT - 028;4191;2.333333333;1.527525232;9.333333333;7.571877794;2165.529112;0;0;0;0;0;503.0666667;542.5814347;3080.733333;2640.623565;1;1;0;0;0;0;0;0.841758988;1;1036.75;214.2001109;0;0;0;0;15.37524465;0;0;0;0
201914;AGENT - 029;1056;1.333333333;0.577350269;4.333333333;3.511884584;766.5416384;0;0;0;0;0;0;0;1384.166667;803.6840694;0.976470588;1;0.040754137;0;0;0;0;1;1;1050.5;702.5590722;0;0;0;0;138.1310519;0;0;0;0
201915;AGENT - 001;2178;4.333333333;2.309401077;9.666666667;4.509249753;994.5727726;0;0;0;0;0;324.5;562.0504871;2579.5;1488.387802;1;1;0;0;0;0;0;0.922060766;1;549.1269841;208.8078044;0;0;0;0;7.12939207;0;0;0;0
201915;AGENT - 002;6600;6.666666667;0.577350269;18.33333333;12.42309677;652.3473001;0;0;0;0;0;613.2133333;484.597348;7642.213333;1186.022517;0.957326816;1;0.039399867;0;0;0;0;0.924296122;0.971606452;1009.904762;80.59350424;0;0;0;0;1.861609685;0;0;0;0
201915;AGENT - 004;0;1;1;6.333333333;6.506407099;1785.662902;0;0;0;0;0;3764.02;3288.542245;5480.02;4954.959473;0.666666667;1;0.577350269;0;0;0;0;0.200877019;0.369543172;1122;976.7108067;0;0;0;0;155.4345693;0;0;0;0
201915;AGENT - 006;264;5.666666667;1.154700538;16.33333333;1.154700538;1205.792685;0;0;0;0;0;2768.516667;2292.222268;7575.516667;1086.609923;1;1;0;0;0;0;0;0.660580289;0.971344472;843.8571429;58.38951541;0;0;0;0;60.70233882;0;0;0;0
201915;AGENT - 010;1122;0.666666667;1.154700538;1.333333333;2.309401077;609.6818843;0;0;0;0;0;0;0;352;609.6818843;0.333333333;1;0.577350269;0;0;0;0;0.333333333;1;176;304.8409421;0;0;0;0;152.4204711;0;0;0;0
201915;AGENT - 012;4554;1;1.732050808;3.333333333;5.773502692;1736.958285;0;0;0;0;0;264;457.2614132;1266.833333;2194.219698;0.333333333;1;0.577350269;0;0;0;0;0.263868789;0.791606368;334.2777778;578.986095;0;0;0;0;173.6958285;0;0;0;0
201915;AGENT - 015;5269;3.333333333;0.577350269;21.33333333;0.577350269;0;0;0;0;0;0;7439.278;0;14094.497;0;1;1;0;0;0;0;0;0.121865367;0.123837858;2739.458333;389.7836005;0;0;0;0;4.185789452;0;0;0;0
201915;AGENT - 018;5621;3;0;17.33333333;2.516611478;1756.915005;0;0;0;0;0;229.5333333;397.5633954;5235.083333;1379.290054;0.985978536;1;0.024285887;0;0;0;0;0.943853984;1;1652.627778;585.6383349;0;0;0;0;60.74974661;0;0;0;0
201915;AGENT - 027;0;1;0;7;0;0;0;0;0;0;0;0;0;1272.04;0;1;1;0;0;0;0;0;1;1;1272.04;0;0;0;0;0;0;0;0;0;0
201915;AGENT - 028;2739;3.333333333;1.154700538;14.66666667;7.571877794;2141.876358;0;0;0;0;0;862.4;777.356855;4983.733333;2913.493095;1;1;0;0;0;0;0;0.871015151;1;1169.666667;298.3507095;0;0;0;0;1.742470575;0;0;0;0
201915;AGENT - 029;0;1;0;2.333333333;1.527525232;697.3152682;0;0;0;0;0;0;0;1065.166667;697.3152682;1;1;0;0;0;0;0;1;1;1065.166667;697.3152682;0;0;0;0;0;0;0;0;0
201916;AGENT - 001;726;2;1.732050808;5;5;1182.606584;0;0;0;0;0;0;0;1191.666667;1182.606584;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;397.2222222;394.2021948;0;0;0;0;138.1584236;0;0;0;0
201916;AGENT - 002;5302;6.333333333;0.577350269;16.33333333;10.96965511;1248.82705;0;0;0;0;0;586.08;496.6546168;7131.08;1816.424121;0.957326816;1;0.039399867;0;0;0;0;0.92254437;0.971606452;980.2222222;131.7111036;0;0;0;0;1.178668426;0;0;0;0
201916;AGENT - 004;0;0.333333333;0.577350269;2;3.464101615;914.5228264;0;0;0;0;0;1737.24;3008.987945;2265.24;3923.510771;0.333333333;1;0.577350269;0;0;0;0;0.077695962;0.233087885;528;914.5228264;0;0;0;0;152.4204711;0;0;0;0
201916;AGENT - 006;264;5;2;12.66666667;5.859465277;2326.606184;0;0;0;0;0;1647.616667;2512.28419;5552.616667;3351.569327;0.971302428;1;0.049705652;0;0;0;0;0.772849984;0.971344472;721.3904762;193.7770449;0;0;0;0;61.88452807;0;0;0;0
201916;AGENT - 010;858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201916;AGENT - 012;2750;2.333333333;2.081665999;9.666666667;9.504384953;2433.738088;0;0;0;0;0;2743.759333;4085.674689;5964.999;7292.29068;0.666666667;1;0.577350269;0;0;0;0;0.365706755;0.791606368;735.7777778;645.1310447;0;0;0;0;161.7856388;0;0;0;0
201916;AGENT - 015;7425;4;1;22.33333333;1.527525232;3677.143864;0;0;0;0;0;7439.278;0;14094.497;0;1;1;0;0;0;0;0;0.177113728;0.286624204;2246.291667;740.6903487;0;0;0;0;63.90010922;0;0;0;0
201916;AGENT - 018;1056;2.666666667;0.577350269;14.33333333;3.055050463;1314.319723;0;0;0;0;0;229.5333333;397.5633954;3728.083333;1340.27917;0.985978536;1;0.024285887;0;0;0;0;0.943853984;1;1274.991667;296.9160594;0;0;0;0;43.68112817;0;0;0;0
201916;AGENT - 027;0;1;0;6;1.732050808;314.7482728;0;0;0;0;0;0;0;1090.32;314.7482728;1;1;0;0;0;0;0;1;1;1090.32;314.7482728;0;0;0;0;0;0;0;0;0
201916;AGENT - 028;2233;3.666666667;0.577350269;17.66666667;2.516611478;729.989041;0;0;0;0;0;1389.66;272.3342263;6350.66;716.3921627;1;1;0;0;0;0;0;0.779679608;0.824057451;1356.666667;82.05574833;0;0;0;0;1.384136313;0;0;0;0
201916;AGENT - 029;1188;1;0;2.333333333;1.527525232;313.1137972;0;0;0;0;0;0;0;808.5;313.1137972;1;1;0;0;0;0;0;1;1;808.5;313.1137972;0;0;0;0;111.1399268;0;0;0;0
201917;AGENT - 001;968;1.666666667;1.527525232;4.666666667;4.509249753;1091.23844;0;0;0;0;0;0;0;1129.333333;1091.23844;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;497.4444444;550.5660051;0;0;0;0;139.7187651;0;0;0;0
201917;AGENT - 002;4774;6;0;16.33333333;10.96965511;860.6284525;0;0;0;0;0;348.5533333;130.1883963;6471.886667;940.9311869;0.974110032;1;0.044842739;0;0;0;0;0.944396266;0.971606452;991.2222222;143.4380754;0;0;0;0;8.149237267;0;0;0;0
201917;AGENT - 004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201917;AGENT - 006;264;3.666666667;3.055050463;8;8.185352772;3112.222518;0;0;0;0;0;131.45;114.8394205;2830.116667;3155.274327;0.971302428;1;0.049705652;0;0;0;0;0.952671685;1;550.5238095;311.1838597;0;0;0;0;60.58327602;0;0;0;0
201917;AGENT - 010;0;0.666666667;1.154700538;1.333333333;2.309401077;647.787002;0;0;0;0;0;23.1;40.01037365;397.1;687.7973757;0.333333333;1;0.577350269;0;0;0;0;0.313942752;0.941828255;187;323.893501;0;0;0;0;161.9467505;0;0;0;0
201917;AGENT - 012;880;4;1;15.33333333;4.725815626;977.4589932;0;0;0;0;0;4514.209333;3394.576724;9253.449;5174.206285;1;1;0;0;0;0;0;0.51957864;0.791606368;1039.377778;150.2216523;0;0;0;0;24.2418563;0;0;0;0
201917;AGENT - 015;5755.75;4;1;22.33333333;1.527525232;3239.3895;0;0;0;0;0;4996.185333;4231.560626;11189.33133;5031.894539;1;1;0;0;0;0;0;0.462351142;0.979550102;1922.25;906.5036197;0;0;0;0;92.88257035;0;0;0;0
201917;AGENT - 018;7177.5;3;1;11.66666667;3.055050463;1732.781117;0;0;0;0;0;298.1;353.4767461;4053.133333;1791.331706;0.985978536;1;0.024285887;0;0;0;0;0.932086317;1;1204.347222;174.9549609;0;0;0;0;239.0999182;0;0;0;0
201917;AGENT - 027;0;0.666666667;0.577350269;3.666666667;3.511884584;638.1796667;0;0;0;0;0;0;0;666.3066667;638.1796667;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;666.3066667;638.1796667;0;0;0;0;104.9160909;0;0;0;0
201917;AGENT - 028;2805;3.333333333;0.577350269;14.66666667;5.507570547;1452;0;0;0;0;0;1557.586667;41.90408254;5748.586667;1415.865033;1;1;0;0;0;0;0;0.716298231;0.788988004;1240.25;283.4901894;0;0;0;0;13.67073449;0;0;0;0
201917;AGENT - 029;0;0.666666667;0.577350269;2;2;572.8807322;0;0;0;0;0;0;0;656.3333333;572.8807322;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;656.3333333;572.8807322;0;0;0;0;229.1813329;0;0;0;0
201918;AGENT - 001;242;1;1;4;4.582575695;1108.983318;0;0;0;0;0;0;0;968;1108.983318;0.666666667;1;0.577350269;0;0;0;0;0.666666667;1;605;554.4916591;0;0;0;0;139.7187651;0;0;0;0
201918;AGENT - 002;2244;5.333333333;1.154700538;15.33333333;9.865765725;860.6284525;0;0;0;0;0;282.3333333;244.7081799;5907;976.3861736;1;1;0;0;0;0;0;0.953860782;1;1084.722222;248.7687644;0;0;0;0;6.477401847;0;0;0;0
201918;AGENT - 004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201918;AGENT - 006;1089;1.666666667;1.154700538;2.666666667;2.886751346;723.9972376;0;0;0;0;0;70.76666667;122.5714621;800.4333333;929.1297882;0.971302428;1;0.049705652;0;0;0;0;0.962223527;1;344.6666667;139.7187651;0;0;0;0;6.350852961;0;0;0;0
201918;AGENT - 010;0;1;1;2.333333333;2.081665999;586.6208315;0;0;0;0;0;23.1;40.01037365;683.1;614.6067279;0.666666667;1;0.577350269;0;0;0;0;0.647276085;1;473;435.716651;0;0;0;0;163.5575842;0;0;0;0
201918;AGENT - 012;902;4;1;15.66666667;4.163331999;1125.517363;0;0;0;0;0;4250.209333;3831.478687;8903.282333;5733.112915;1;1;0;0;0;0;0;0.589043184;1;1010.655556;167.899839;0;0;0;0;9.461983777;0;0;0;0
201918;AGENT - 015;1771;5;1;16.66666667;11.01514109;1244.76718;0;0;0;0;0;2553.092667;4231.560626;9002.832333;4539.368988;1;1;0;0;0;0;0;0.750525255;0.98540146;1346.583333;126.3305024;0;0;0;0;38.24271445;0;0;0;0
201918;AGENT - 018;6417.95;3.333333333;1.154700538;13.33333333;5.859465277;2368.272602;0;0;0;0;0;284.9;331.6696097;5527.316667;3143.784621;1;1;0;0;0;0;0;0.96281335;1;1497.65;429.1023195;0;0;0;0;210.6093428;0;0;0;0
201918;AGENT - 027;181.72;0.333333333;0.577350269;1.333333333;2.309401077;419.6643637;0;0;0;0;0;0;0;242.2933333;419.6643637;0.333333333;1;0.577350269;0;0;0;0;0.333333333;1;242.2933333;419.6643637;0;0;0;0;104.9160909;0;0;0;0
201918;AGENT - 028;3201;2.333333333;1.154700538;10.33333333;4.163331999;1016.374603;0;0;0;0;0;1557.586667;41.90408254;4611.92;1046.128892;1;1;0;0;0;0;0;0.652204836;0.725993369;1514.333333;667.7764097;0;0;0;0;20.020582;0;0;0;0
201918;AGENT - 029;715;0.666666667;0.577350269;2.666666667;2.309401077;651.1405378;0;0;0;0;0;198;342.9460599;946;896.0781216;0.666666667;1;0.577350269;0;0;0;0;0.555555556;1;748;651.1405378;0;0;0;0;162.7851345;0;0;0;0
201919;AGENT - 001;1298;1.666666667;0.577350269;5.333333333;3.214550254;777.9211614;0;0;0;0;0;335.5;581.1030459;1626.166667;786.1794218;1;1;0;0;0;0;0;0.830083565;1;766.3333333;304.5099889;0;0;0;0;0;0;0;0;0
201919;AGENT - 002;5137;5;1;15;9.643650761;939.668736;0;0;0;0;0;144.4666667;250.2236067;5703.133333;1181.906533;1;1;0;0;0;0;0;0.97945991;1;1126.766667;186.793906;0;0;0;0;7.906101142;0;0;0;0
201919;AGENT - 004;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201919;AGENT - 006;2508;1;0;1;0;0;0;0;0;0;0;0;0;264;0;1;1;0;0;0;0;0;1;1;264;0;0;0;0;0;0;0;0;0;0
201919;AGENT - 010;1298;1;1;2.333333333;2.081665999;586.6208315;0;0;0;0;0;23.1;40.01037365;683.1;614.6067279;0.666666667;1;0.577350269;0;0;0;0;0.647276085;1;473;435.716651;0;0;0;0;163.5575842;0;0;0;0
201919;AGENT - 012;660;3;2;10.66666667;6.506407099;1837.0988;0;0;0;0;0;1770.45;3066.509352;4498.45;4740.984782;1;1;0;0;0;0;0;0.820538552;1;902.4888889;19.69560959;0;0;0;0;24.19537928;0;0;0;0
201919;AGENT - 015;2563;5.333333333;1.154700538;16;10.39230485;1130.756172;0;0;0;0;0;73.33333333;63.50852961;6223.25;1151.521249;1;1;0;0;0;0;0;0.988317187;1;1171.347222;187.924678;0;0;0;0;11.20291071;0;0;0;0
201919;AGENT - 018;4928;4.666666667;1.154700538;15.33333333;5.686240703;2980.315381;0;0;0;0;0;1593.46;2031.887378;8480.193333;2638.37228;0.975862069;1;0.041808123;0;0;0;0;0.844958826;0.964696998;1493.433333;434.661518;0;0;0;0;134.0608982;0;0;0;0
201919;AGENT - 027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201919;AGENT - 028;3707;2;1;8.333333333;1.154700538;312.9366283;0;0;0;0;0;1577.393333;66.10924393;4169.726667;375.5220794;1;1;0;0;0;0;0;0.620498981;0.633913321;1516.166667;667.3005944;0;0;0;0;7.333333333;0;0;0;0
201919;AGENT - 029;0;0.333333333;0.577350269;1.333333333;2.309401077;685.8921198;0;0;0;0;0;198;342.9460599;594;1028.83818;0.333333333;1;0.577350269;0;0;0;0;0.222222222;0.666666667;396;685.8921198;0;0;0;0;171.4730299;0;0;0;0
201920;AGENT - 001;264;1.333333333;0.577350269;2.666666667;1.527525232;369.6611061;0;0;0;0;0;368.5;554.7370999;1013.833333;853.9417915;1;1;0;0;0;0;0;0.733309372;1;484;242;0;0;0;0;0;0;0;0;0
201920;AGENT - 002;2596;4;1;16.66666667;6.806859286;1634.576806;0;0;0;0;0;0;0;4106.666667;1634.576806;1;1;0;0;0;0;0;1;1;1009.433333;292.6006892;0;0;0;0;5.454372516;0;0;0;0
201920;AGENT - 004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201920;AGENT - 006;1804;1.333333333;0.577350269;2;1.732050808;476.3139721;0;0;0;0;0;0;0;539;476.3139721;1;1;0;0;0;0;0;1;1;357.5;161.9467505;0;0;0;0;4.763139721;0;0;0;0
201920;AGENT - 010;506;0.333333333;0.577350269;1;1.732050808;495.366531;0;0;0;0;0;0;0;286;495.366531;0.333333333;1;0.577350269;0;0;0;0;0.333333333;1;286;495.366531;0;0;0;0;165.122177;0;0;0;0
201920;AGENT - 012;0;2;1;6.333333333;4.041451884;1073.350517;0;0;0;0;0;33.53666667;58.08721058;1544.203333;1046.048519;1;1;0;0;0;0;0;0.966550636;1;749.2222222;258.9179049;0;0;0;0;15.97132848;0;0;0;0
201920;AGENT - 015;2299;4.333333333;2.886751346;11;9.643650761;2904.948196;0;0;0;0;0;36.66666667;63.50852961;5020.583333;2951.487171;1;1;0;0;0;0;0;0.99513382;1;1322.597222;412.4909181;0;0;0;0;7.119881202;0;0;0;0
201920;AGENT - 018;5278.13;5;1;18.66666667;1.527525232;2991.87404;0;0;0;0;0;4004.652667;3395.827784;11236.12567;2794.271488;0.937469747;1;0.058221101;0;0;0;0;0.619928103;0.923743053;1403.6;486.7300349;0;0;0;0;53.97391468;0;0;0;0
201920;AGENT - 027;0;0.333333333;0.577350269;0.333333333;0.577350269;104.9160909;0;0;0;0;0;0;0;60.57333333;104.9160909;0.333333333;1;0.577350269;0;0;0;0;0.333333333;1;60.57333333;104.9160909;0;0;0;0;104.9160909;0;0;0;0
201920;AGENT - 028;2233;2;1;9;2;486.6593607;0;0;0;0;0;1553.2;76.21023553;4299.533333;500.3891819;1;1;0;0;0;0;0;0.6357242;0.679588977;1567.5;600.2564035;0;0;0;0;14.51946331;0;0;0;0
201920;AGENT - 029;0;0.666666667;0.577350269;1.666666667;2.081665999;598.0939168;0;0;0;0;0;198;342.9460599;832.3333333;896.77552;0.666666667;1;0.577350269;0;0;0;0;0.555555556;1;634.3333333;598.0939168;0;0;0;0;154.1308968;0;0;0;0
201921;AGENT - 001;770;2;1;3.333333333;2.081665999;540.2332829;0;0;0;0;0;537.5333333;454.5147999;1373.533333;898.2025959;1;1;0;0;0;0;0;0.639667284;0.719073736;386.2222222;127.5100577;0;0;0;0;10.16136474;0;0;0;0
201921;AGENT - 002;0;5;2;16;6.08276253;1575.971552;0;0;0;0;0;109.2666667;189.2554182;4160.933333;1695.663945;1;1;0;0;0;0;0;0.980005368;1;812.2190476;123.6810458;0;0;0;0;3.903786737;0;0;0;0
201921;AGENT - 004;0;0.333333333;0.577350269;0.333333333;0.577350269;139.7187651;0;0;0;0;0;0;0;80.66666667;139.7187651;0.333333333;1;0.577350269;0;0;0;0;0.333333333;1;80.66666667;139.7187651;0;0;0;0;139.7187651;0;0;0;0
201921;AGENT - 006;4059;1.666666667;0.577350269;5;4.582575695;1135.027312;0;0;0;0;0;0;0;1287;1135.027312;1;1;0;0;0;0;0;1;1;687.5;510.2565531;0;0;0;0;10.81977357;0;0;0;0
